Date,buyT,buyP,sellT,sellP,PandL
2021-05-25,10:45:00,101.7,14:00:00,100.53214285714286,-1.1678571428571445
2021-06-02,09:30:00,96.45,11:15:00,98.57142857142857,2.1214285714285666
2021-06-01,14:30:00,96.4,15:15:00,95.7,-0.7000000000000028
2021-06-03,13:30:00,99.7,13:45:00,101.05714285714286,1.3571428571428612
2021-06-04,09:15:00,100.55,09:30:00,102.57142857142857,2.0214285714285722
2021-06-04,11:30:00,105.2,15:15:00,105.75,0.5499999999999972
2021-06-04,13:45:00,105.75,15:15:00,105.75,0.0
2021-06-08,09:15:00,142.25,10:15:00,145.17142857142858,2.921428571428578
2021-06-07,11:30:00,125.6,15:15:00,126.9,1.3000000000000114
2021-06-07,13:30:00,126.9,15:15:00,126.9,0.0
2021-06-07,13:15:00,126.9,15:15:00,126.9,0.0
2021-06-08,13:00:00,147.35,15:15:00,152.25,4.900000000000006
2021-06-08,13:15:00,147.65,15:15:00,152.25,4.599999999999994
2021-06-08,10:15:00,147.25,15:15:00,152.25,5.0
2021-06-08,14:30:00,149.35,15:15:00,152.25,2.9000000000000057
2021-06-07,09:15:00,121.25,09:45:00,124.01428571428572,2.7642857142857196
2021-06-23,10:45:00,129.6,15:15:00,126.6,-3.0
2021-06-28,13:15:00,119.9,15:15:00,118.25,-1.6500000000000057
2021-07-06,13:30:00,112.1,14:45:00,111.52142857142857,-0.5785714285714221
2021-07-06,10:45:00,112.1,15:15:00,112.1,0.0
2021-07-06,14:30:00,112.1,14:45:00,112.1,0.0
2021-07-09,14:15:00,109.45,15:15:00,109.55,0.09999999999999432
2021-07-09,14:45:00,109.8,15:15:00,109.55,-0.25
2021-07-19,10:00:00,107.2,14:00:00,103.42857142857143,-3.7714285714285722
2021-07-23,11:15:00,98.55,13:45:00,101.95,3.4000000000000057
2021-07-23,13:45:00,103.1,15:15:00,100.3,-2.799999999999997
2021-07-28,14:00:00,97.7,15:15:00,97.0,-0.7000000000000028
2021-07-29,10:00:00,97.3,15:15:00,95.25,-2.049999999999997
2021-07-30,13:15:00,96.55,15:15:00,96.0,-0.5499999999999972
2021-08-02,09:30:00,97.65,12:30:00,95.26071428571429,-2.3892857142857196
2021-07-30,14:30:00,96.65,15:15:00,96.0,-0.6500000000000057
2021-08-02,12:00:00,96.95,12:45:00,94.87142857142857,-2.0785714285714363
2021-08-13,12:30:00,85.65,15:15:00,84.9,-0.75
2021-08-12,13:45:00,85.6,15:15:00,85.2,-0.3999999999999915
2021-08-13,10:45:00,85.7,15:15:00,84.9,-0.7999999999999972
2021-08-20,14:15:00,78.0,15:15:00,76.95,-1.0499999999999972
2021-08-25,09:15:00,81.1,15:15:00,81.1,0.0
2021-08-24,13:45:00,77.25,15:15:00,77.25,0.0
2021-08-30,11:45:00,93.85,15:15:00,93.85,0.0
2021-08-27,15:15:00,89.4,15:15:00,89.4,0.0
2021-08-31,11:30:00,98.5,15:15:00,98.5,0.0
2021-08-30,13:15:00,93.85,15:15:00,93.85,0.0
2021-09-09,14:45:00,102.4,15:15:00,102.6,0.19999999999998863
2021-09-17,15:15:00,100.0,15:15:00,100.0,0.0
2021-09-22,11:15:00,96.2,15:15:00,96.15,-0.04999999999999716
2021-09-22,13:00:00,96.35,15:15:00,96.15,-0.19999999999998863
2021-09-22,12:15:00,96.15,15:15:00,96.15,0.0
2021-09-22,13:30:00,96.3,15:15:00,96.15,-0.14999999999999147
2021-09-23,11:15:00,97.65,15:15:00,97.4,-0.25
2021-09-29,13:30:00,98.9,14:00:00,100.15714285714287,1.2571428571428669
2021-10-04,14:45:00,101.75,15:15:00,101.75,0.0
2021-10-05,11:30:00,104.65,12:00:00,106.32142857142858,1.671428571428578
2021-10-04,12:30:00,99.3,13:00:00,100.67142857142858,1.3714285714285808
2021-10-04,11:00:00,98.05,11:15:00,99.30714285714286,1.2571428571428669
2021-10-05,09:15:00,103.65,11:45:00,105.02857142857144,1.3785714285714334
2021-10-05,14:00:00,106.6,15:15:00,106.1,-0.5
2021-10-11,13:15:00,103.3,14:30:00,101.85357142857141,-1.4464285714285836
2021-10-11,11:00:00,103.95,14:30:00,101.52857142857142,-2.421428571428578
2021-10-13,11:15:00,106.4,15:15:00,106.7,0.29999999999999716
2021-10-13,10:30:00,102.9,11:15:00,103.99285714285715,1.0928571428571416
2021-10-14,10:30:00,112.0,15:15:00,112.0,0.0
2021-10-19,13:45:00,134.45,15:00:00,127.99999999999999,-6.450000000000003
2021-10-21,13:00:00,123.25,15:15:00,123.35,0.09999999999999432
2021-10-21,11:15:00,122.7,15:15:00,123.35,0.6499999999999915
2021-11-02,10:45:00,103.45,15:15:00,103.9,0.45000000000000284
2021-11-02,09:15:00,103.75,15:15:00,103.9,0.15000000000000568
2021-11-02,14:30:00,103.55,15:00:00,104.62857142857142,1.078571428571422
2021-11-08,14:45:00,105.0,15:15:00,104.8,-0.20000000000000284
2021-11-08,10:45:00,104.25,15:15:00,104.8,0.5499999999999972
2021-11-08,12:30:00,104.6,15:15:00,104.8,0.20000000000000284
2021-11-08,13:30:00,104.8,15:15:00,104.8,0.0
2021-11-08,12:00:00,104.5,15:15:00,104.8,0.29999999999999716
2021-11-10,12:30:00,111.1,15:15:00,110.1,-1.0
2021-11-09,14:00:00,109.7,15:15:00,109.7,0.0
2021-11-09,11:45:00,109.7,15:15:00,109.7,0.0
